attributeName	code	definition
WindSpeed	No Data	No Data
LabName	Oregon St CCAL	http://ccal.oregonstate.edu/
LabName	USU Bug Lab	USU Bug Lab
RodMaterial	Fib	Fiberglass rod
RodMaterial	Inv	Invar rod
Characteristic	ALK	Alkalinity HCO3-C
Characteristic	ALK2	Alkalinity CaCO3
Characteristic	ANC	Acid neutralization capacity
Characteristic	Ca	Calcium
Characteristic	Cl	Chloride
Characteristic	COND	Conductance
Characteristic	DOC	Dissolved Organic Carbon
Characteristic	K	Potassium
Characteristic	Mg	Magnesium
Characteristic	Na	Sodium
Characteristic	NO3NO2-N	Nitrite + Nitrate as N
Characteristic	pH	pH
Characteristic	SO4-S	Sulfate
Characteristic	TDN	Total dissolved nitrogen
Characteristic	TDP	Total dissolved phosphorous
Characteristic	UTN	Total nitrogen
Characteristic	UTP	Total phosphorus
